VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
WA1E2AFYXR,King,Seattle,WA,98118,2024,AUDI,Q5 E,2,2,23,37,258804808,POINT (-122.28339 47.549285),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033011102
WP1AE2AY2L,Pierce,University Place,WA,98467,2020,PORSCHE,CAYENNE,2,2,14,28,142102880,POINT (-122.5404512 47.2074166),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072312
1G1RG6E49C,Grays Harbor,Mccleary,WA,98557,2012,CHEVROLET,VOLT,2,1,35,24,232810707,POINT (-123.26743 47.052405),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027000600
5YJSA4H4XF,Franklin,Pasco,WA,99301,2015,TESLA,MODEL S,1,1,208,9,139748367,POINT (-119.0982 46.232395),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,53021020605
YV4BR00L8M,King,Seattle,WA,98199,2021,VOLVO,XC90,2,2,18,36,142160035,POINT (-122.394185 47.639195),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005801
WBA7J2C36H,Pierce,South Hill,WA,98375,2017,BMW,740E,2,2,14,2,251461759,POINT (-122.3085456 47.1042426),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,53053073120
WA1J2BFZ1N,King,Bellevue,WA,98006,2022,AUDI,Q4,1,3,0,41,219060656,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800
WP0AK2A74N,Pierce,Puyallup,WA,98372,2022,PORSCHE,PANAMERA,2,2,19,25,194080001,POINT (-122.28718 47.190465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053073406
WP0AC2Y17M,Clark,Camas,WA,98607,2021,PORSCHE,TAYCAN,1,1,192,18,161101013,POINT (-122.405565 45.59009),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040608
KM8KM4AEXP,King,Mercer Island,WA,98040,2023,HYUNDAI,IONIQ 5,1,3,0,41,249805958,POINT (-122.2377542 47.582905),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024400
1G1RE6E42C,Island,Freeland,WA,98249,2012,CHEVROLET,VOLT,2,1,35,10,233844516,POINT (-122.544745 48.03024),PUGET SOUND ENERGY INC,53029971900
WAUDJBFWXP,Kittitas,Cle Elum,WA,98922,2023,AUDI,E-TRON GT,1,3,0,13,238783100,POINT (-120.938305 47.195355),PUGET SOUND ENERGY INC,53037975104
KM8K53AG7K,Clark,Vancouver,WA,98664,2019,HYUNDAI,KONA,1,1,258,49,6016342,POINT (-122.589388 45.6228731),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011043100
WBA8E1C53G,Kitsap,Bainbridge Island,WA,98110,2016,BMW,330E,2,2,14,23,249324974,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090901
WP0CD2Y11P,Chelan,Chelan,WA,98816,2023,PORSCHE,TAYCAN,1,3,0,12,252548915,POINT (-120.015875 47.839895),PUD NO 1 OF CHELAN COUNTY,53007960301
4JGDA6DB0J,Kitsap,Silverdale,WA,98383,2018,MERCEDES-BENZ,GLE-CLASS,2,2,8,23,162868716,POINT (-122.668076 47.665978),PUGET SOUND ENERGY INC,53035091201
1G1RH6E46C,King,Issaquah,WA,98029,2012,CHEVROLET,VOLT,2,1,35,5,115112175,POINT (-121.9993659 47.5484866),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220
WA1VABGE5M,King,Sammamish,WA,98074,2021,AUDI,E-TRON,1,1,222,45,230821706,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217
JTJKKCFZ4N,Clark,Vancouver,WA,98682,2022,LEXUS,NX,2,1,37,18,258926104,POINT (-122.5146473 45.67862),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040603
WBY33AW07R,King,Seattle,WA,98122,2024,BMW,I4,1,3,0,37,258133886,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
1G6RP1E40E,Asotin,Clarkston,WA,99403,2014,CADILLAC,ELR,2,1,37,9,326281560,POINT (-117.045685 46.4163),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||PUD NO 1 OF ASOTIN COUNTY,53003960300
WA132BFZ9N,King,Seattle,WA,98136,2022,AUDI,Q4,1,3,0,34,219042379,POINT (-122.388675 47.5415),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010602
3C3CFFGE6K,Jefferson,Port Townsend,WA,98368,2019,FIAT,500,1,1,84,24,228884078,POINT (-122.7644197 48.1195874),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950603
YV4H60CK3P,Snohomish,Lake Stevens,WA,98258,2023,VOLVO,XC90,2,1,32,44,221428980,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052605
5YJRE1A18B,Klickitat,Lyle,WA,98635,2011,TESLA,ROADSTER,1,1,245,14,243155510,POINT (-121.2837218 45.6947484),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,53039950200
WBY8P6C50K,Pierce,Gig Harbor,WA,98335,2019,BMW,I3,1,1,153,26,198749960,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072406
YV4BR0DK1L,Snohomish,Everett,WA,98204,2020,VOLVO,XC60,2,2,18,21,236431107,POINT (-122.240535 47.91139),PUGET SOUND ENERGY INC,53061041813
KMHE14L29H,King,Seattle,WA,98146,2017,HYUNDAI,SONATA,2,2,27,34,1869563,POINT (-122.355145 47.505655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700
KM8S6DA20P,Clark,Ridgefield,WA,98642,2023,HYUNDAI,SANTA FE,2,1,30,18,245705778,POINT (-122.74291 45.818445),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040303
3FA6P0WU0K,Skagit,Anacortes,WA,98221,2019,FORD,FUSION,2,2,26,40,117393797,POINT (-122.615305 48.501275),PUGET SOUND ENERGY INC,53057940401
YSMEG3KA2P,King,Seattle,WA,98108,2023,POLESTAR,PS2,1,3,0,11,219116131,POINT (-122.3268963 47.5499519),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010900
WA122BFZ5P,Snohomish,Everett,WA,98204,2023,AUDI,Q4,1,3,0,21,249362144,POINT (-122.240535 47.91139),PUGET SOUND ENERGY INC,53061041905
JT3GS10V02,Clallam,Sequim,WA,98382,2002,TOYOTA,RAV4,1,1,95,24,5993977,POINT (-123.105015 48.08125),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009002302
SADHC2S17K,Snohomish,Snohomish,WA,98290,2019,JAGUAR,I-PACE,1,1,234,44,100919759,POINT (-122.091505 47.915555),PUGET SOUND ENERGY INC,53061052104
WP0BC2Y14P,Klickitat,White Salmon,WA,98672,2023,PORSCHE,TAYCAN,1,3,0,14,229407272,POINT (-121.48347 45.72977),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,53039950301
WA1LABGE9K,Spokane,Newman Lake,WA,99025,2019,AUDI,E-TRON,1,1,204,4,256176658,POINT (-117.06237 47.704775),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010102
JTMCB3FVXP,Clark,Vancouver,WA,98665,2023,TOYOTA,RAV4 PRIME,2,1,42,49,238896696,POINT (-122.66592 45.678565),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040808
1C4RJYD60R,King,Redmond,WA,98052,2024,JEEP,GRAND CHEROKEE,2,2,25,48,257411486,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324
WMZ23BS09M,Snohomish,Bothell,WA,98021,2021,MINI,COUNTRYMAN,2,2,17,1,211328862,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051922
WA12ABGE1L,Spokane,Spokane Valley,WA,99212,2020,AUDI,E-TRON SPORTBACK,1,1,218,4,148910205,POINT (-117.288055 47.68043),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,53063011701
YV4H60CM2N,Clark,Vancouver,WA,98685,2022,VOLVO,XC90,2,1,35,18,208791733,POINT (-122.70302 45.703706),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040904
SALGV4RY2L,Thurston,Olympia,WA,98503,2020,LAND ROVER,RANGE ROVER,2,2,19,2,200676878,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011628
7JRH60FT6P,King,Redmond,WA,98052,2023,VOLVO,S60,2,1,41,48,224113956,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032331
1FTBW1YK9N,Snohomish,Everett,WA,98208,2022,FORD,TRANSIT,1,3,0,44,208412263,POINT (-122.2247757 47.9156409),PUGET SOUND ENERGY INC,53061041601
WAUVPBFF5G,Whatcom,Bellingham,WA,98229,2016,AUDI,A3,2,2,16,40,311497049,POINT (-122.4569227 48.7470973),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000904
3MW5P7J04N,King,Redmond,WA,98052,2022,BMW,330E,2,2,22,48,204733441,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032331
YV4BR00Z6N,Snohomish,Granite Falls,WA,98252,2022,VOLVO,XC90,2,2,18,39,195571141,POINT (-121.96994 48.08334),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053605
YV4BC0PM8G,Snohomish,Everett,WA,98208,2016,VOLVO,XC90,2,2,13,21,176233473,POINT (-122.2247757 47.9156409),PUGET SOUND ENERGY INC,53061041606
WP0AD2A71E,King,Seattle,WA,98112,2014,PORSCHE,PANAMERA,2,2,15,43,258910564,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
WP0CH2A75K,King,Mercer Island,WA,98040,2019,PORSCHE,PANAMERA,2,2,14,41,100907131,POINT (-122.2377542 47.582905),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601
YV4BC0PM2H,Spokane,Spokane,WA,99202,2017,VOLVO,XC90,2,2,14,3,110090634,POINT (-117.383045 47.661935),MODERN ELECTRIC WATER COMPANY,53063003100
1G1RA6S59G,Spokane,Spokane,WA,99218,2016,CHEVROLET,VOLT,2,1,53,6,335771852,POINT (-117.411805 47.745795),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010901
WA13AAGE7N,King,Seattle,WA,98122,2022,AUDI,E-TRON SPORTBACK,1,3,0,37,187148860,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008800
KNDAEFS51R,King,Seattle,WA,98144,2024,KIA,EV9,1,3,0,37,261344891,POINT (-122.30823 47.581975),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008900
KM8KNDDF9R,Whatcom,Bellingham,WA,98225,2024,HYUNDAI,IONIQ 5,1,3,0,40,260490520,POINT (-122.486115 48.761615),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001102
KNDC34LA3R,Pierce,Tacoma,WA,98408,2024,KIA,EV6,1,3,0,29,259729697,POINT (-122.438105 47.20322),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053063200
5YJSA1CP7C,Spokane,Spokane,WA,99205,2012,TESLA,MODEL S,1,1,265,3,9692028,POINT (-117.42694 47.67946),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063000900
7JRBR0FL7N,Snohomish,Everett,WA,98201,2022,VOLVO,S60,2,2,22,38,252360895,POINT (-122.20722 47.979935),PUGET SOUND ENERGY INC,53061040800
WMEFJ9BA0K,Pierce,University Place,WA,98466,2019,SMART,EQ FORTWO,1,1,58,28,195604125,POINT (-122.537565 47.231645),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072310
YV4H60DM6N,Whatcom,Bellingham,WA,98225,2022,VOLVO,XC60,2,1,35,40,198942376,POINT (-122.486115 48.761615),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001202
KMHE14L28H,Snohomish,Marysville,WA,98270,2017,HYUNDAI,SONATA,2,2,27,44,475788393,POINT (-122.17673 48.05542),PUGET SOUND ENERGY INC,53061052711
WA1VCBGE0P,Snohomish,Woodway,WA,98020,2023,AUDI,E-TRON,1,3,0,32,236385726,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050600
WBY43AW0XR,Spokane,Spokane,WA,99207,2024,BMW,I4,1,3,0,3,262095767,POINT (-117.39787 47.67936),MODERN ELECTRIC WATER COMPANY,53063002501
JHMCR5F79E,Snohomish,Bothell,WA,98012,2014,HONDA,ACCORD,2,2,13,1,162401704,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051922
2C4RC1H79K,Snohomish,Bothell,WA,98021,2019,CHRYSLER,PACIFICA,2,1,32,1,316900251,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051937
KNDC5DLE1R,Snohomish,Lake Stevens,WA,98258,2024,KIA,EV6,1,3,0,39,257855853,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061053603
50EA1GDA5P,Asotin,Clarkston,WA,99403,2023,LUCID,AIR,1,3,0,9,240128598,POINT (-117.045685 46.4163),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||PUD NO 1 OF ASOTIN COUNTY,53003960100
7JRBR0FZ7M,King,Federal Way,WA,98023,2021,VOLVO,S60,2,2,22,30,153839458,POINT (-122.36363 47.30675),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030201
1G6RM1E42G,Snohomish,Stanwood,WA,98292,2016,CADILLAC,ELR,2,1,36,10,1802146,POINT (-122.3684051 48.2414921),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053302
LVYBR0AL9K,Snohomish,Marysville,WA,98270,2019,VOLVO,S90,2,2,21,44,139945284,POINT (-122.17673 48.05542),PUGET SOUND ENERGY INC,53061052708
JHMZC5F12M,Kitsap,Silverdale,WA,98383,2021,HONDA,CLARITY,2,1,48,23,249209194,POINT (-122.668076 47.665978),PUGET SOUND ENERGY INC,53035091206
5YJXCAE42J,Douglas,Waterville,WA,98858,2018,TESLA,MODEL X,1,1,238,12,108811195,POINT (-120.071735 47.64645),PUD NO 1 OF DOUGLAS COUNTY,53017950200
WAUEJBFW1P,Pierce,Bonney Lake,WA,98391,2023,AUDI,E-TRON GT,1,3,0,31,259424189,POINT (-122.183805 47.18062),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070208
3FMTK3SSXN,King,Renton,WA,98056,2022,FORD,MUSTANG MACH-E,1,3,0,11,195559045,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025201
3FA6P0WU5L,King,Seattle,WA,98104,2020,FORD,FUSION,2,2,26,43,2542137,POINT (-122.329075 47.6018),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008500
WBY53EJ09R,Snohomish,Lynnwood,WA,98036,2024,BMW,I7,1,3,0,32,258312652,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051500
WBY2Z2C59H,Snohomish,Mukilteo,WA,98275,2017,BMW,I8,2,2,14,21,454003672,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042001
1V2EMPE89P,King,Seattle,WA,98121,2023,VOLKSWAGEN,ID.4,1,3,0,36,230395196,POINT (-122.344125 47.61546),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007201
LVYBR0AT7L,Pierce,University Place,WA,98466,2020,VOLVO,S90,2,2,21,28,257014565,POINT (-122.537565 47.231645),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072309
5LMYJ8XY4N,Mason,Shelton,WA,98584,2022,LINCOLN,AVIATOR,2,2,21,35,211828277,POINT (-123.105305 47.211085),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF MASON COUNTY,53045940000
YV4BR0CM2L,Whatcom,Bellingham,WA,98226,2020,VOLVO,XC90,2,2,18,40,107371743,POINT (-122.45493 48.76809),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000101
WA1ACBGE2N,King,North Bend,WA,98045,2022,AUDI,E-TRON,1,3,0,5,211482169,POINT (-121.7814012 47.4935316),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032704
JTMCB3FV3P,Pierce,Bonney Lake,WA,98391,2023,TOYOTA,RAV4 PRIME,2,1,42,31,258250849,POINT (-122.183805 47.18062),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070208
7FCEHEB53P,Kitsap,Bremerton,WA,98312,2023,RIVIAN,EDV,1,3,0,35,245592896,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035092101
1G1RC6E40E,Mason,Grapeview,WA,98546,2014,CHEVROLET,VOLT,2,1,38,35,186703800,POINT (-122.9529423 47.3248964),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960403
YV4ED3UA9N,King,Mercer Island,WA,98040,2022,VOLVO,XC40,1,3,0,41,205736562,POINT (-122.2377542 47.582905),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500
1GYKPPRK3R,Pierce,Eatonville,WA,98328,2024,CADILLAC,LYRIQ,1,3,0,2,249562407,POINT (-122.270565 46.86822),"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY",53053073117
WBY53EJ02R,Snohomish,Lynnwood,WA,98036,2024,BMW,I7,1,3,0,32,258975027,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051500
3FA6P0WU6L,King,Seattle,WA,98104,2020,FORD,FUSION,2,2,26,43,120332894,POINT (-122.329075 47.6018),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008500
WBY83EH05R,King,Clyde Hill,WA,98004,2024,BMW,I7,1,3,0,48,257777222,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100
5YJSA1DNXC,Pierce,Tacoma,WA,98446,2012,TESLA,MODEL S,1,1,265,29,225784072,POINT (-122.377475 47.096645),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,53053071306
WVWPR7AUXJ,Snohomish,Edmonds,WA,98020,2018,VOLKSWAGEN,E-GOLF,1,1,125,21,178950936,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050501
KMHC05LHXK,King,Seattle,WA,98117,2019,HYUNDAI,IONIQ,1,1,124,36,205009997,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000
1G1RA6S57G,King,Seattle,WA,98103,2016,CHEVROLET,VOLT,2,1,53,36,242953805,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003500
KMHC85LJ6M,Snohomish,Lynnwood,WA,98036,2021,HYUNDAI,IONIQ,1,3,0,32,255530236,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051931
1G1RC6E43D,Whatcom,Bellingham,WA,98226,2013,CHEVROLET,VOLT,2,1,38,42,215794470,POINT (-122.45493 48.76809),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000700
KL8CL6S0XG,Snohomish,Brier,WA,98036,2016,CHEVROLET,SPARK,1,1,82,1,107296780,POINT (-122.316675 47.819365),PUGET SOUND ENERGY INC,53061051913
1FMCU0E15P,Pierce,Puyallup,WA,98374,2023,FORD,ESCAPE,2,1,37,25,256302490,POINT (-122.275748 47.1395924),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053071207
1GYKPMRKXP,Snohomish,Marysville,WA,98270,2023,CADILLAC,LYRIQ,1,3,0,44,240565342,POINT (-122.17673 48.05542),PUGET SOUND ENERGY INC,53061052711
WA13AAGE6M,King,Seattle,WA,98105,2021,AUDI,E-TRON SPORTBACK,1,3,0,46,144872311,POINT (-122.319115 47.66132),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033004102
LYVBR0DK3K,Pierce,Puyallup,WA,98373,2019,VOLVO,XC60,2,2,17,25,199390089,POINT (-122.2987976 47.13795),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071206
LREKK5RX9H,Spotsylvania,Fredericksburg,VA,22408,2017,CADILLAC,CT6,2,1,31,,244409896,POINT (-77.497285 38.25846),NON WASHINGTON STATE ELECTRIC UTILITY,51177020202
YH4K14AA9C,San Juan,Friday Harbor,WA,98250,2012,FISKER,KARMA,2,1,33,40,172546195,POINT (-123.022255 48.531355),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960302
5NMMCET10P,King,Seattle,WA,98117,2023,GENESIS,GV70,1,3,0,36,251018897,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001701
WA1LABGE1P,Pierce,Gig Harbor,WA,98335,2023,AUDI,E-TRON,1,3,0,26,230161809,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072406
YV4H60DM9R,Chelan,Leavenworth,WA,98826,2024,VOLVO,XC60,2,1,35,12,253493320,POINT (-120.6619153 47.5970083),PUD NO 1 OF CHELAN COUNTY,53007960202
WA13ABGE4L,Spokane,Spokane,WA,99223,2020,AUDI,E-TRON SPORTBACK,1,1,218,6,127185831,POINT (-117.369705 47.62637),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,53063013401
7JRH60FL0R,Pierce,Longbranch,WA,98351,2024,VOLVO,S60,2,1,41,26,257477923,POINT (-122.7736637 47.1835998),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072603
50EA1DCA2N,Kittitas,Cle Elum,WA,98922,2022,LUCID,AIR,1,3,0,13,200856897,POINT (-120.938305 47.195355),PUGET SOUND ENERGY INC,53037975101
WBA7W4C06L,Pierce,Gig Harbor,WA,98335,2020,BMW,745E,2,2,16,26,477711776,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072408
YV4BR00L7L,King,Redmond,WA,98053,2020,VOLVO,XC90,2,2,18,45,100603457,POINT (-122.0222799 47.6958998),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032333
7JRH60FP7P,Pierce,Tacoma,WA,98407,2023,VOLVO,S60,2,1,41,27,240744689,POINT (-122.5113356 47.2923828),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060300
5YJSA1DG2D,Whatcom,Bellingham,WA,98229,2013,TESLA,MODEL S,1,1,208,40,103903201,POINT (-122.4569227 48.7470973),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001202
3FA6P0WU8L,King,Seattle,WA,98104,2020,FORD,FUSION,2,2,26,43,121982514,POINT (-122.329075 47.6018),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008500
KM8KNDDF3R,Island,Oak Harbor,WA,98277,2024,HYUNDAI,IONIQ 5,1,3,0,10,260965358,POINT (-122.6788673 48.2897314),PUGET SOUND ENERGY INC,53029970500
LREKK5RX4H,Thurston,Olympia,WA,98506,2017,CADILLAC,CT6,2,1,31,22,476812696,POINT (-122.8874781 47.0519573),PUGET SOUND ENERGY INC,53067012224
SADHM2S1XR,King,Redmond,WA,98052,2024,JAGUAR,I-PACE,1,3,0,48,252458118,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022802
WP0AC2Y14P,King,Mercer Island,WA,98040,2023,PORSCHE,TAYCAN,1,3,0,41,244320870,POINT (-122.2377542 47.582905),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601
WMEFJ9BA9K,Pierce,Graham,WA,98338,2019,SMART,EQ FORTWO,1,1,58,2,252590670,POINT (-122.2953401 47.0763961),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073124
7JRH60FT8P,Thurston,Lacey,WA,98513,2023,VOLVO,S60,2,1,41,22,231122363,POINT (-122.817545 46.98876),PUGET SOUND ENERGY INC,53067011623
YV4H60DE4P,Okanogan,Twisp,WA,98856,2023,VOLVO,XC60,2,1,35,12,218072949,POINT (-120.12477 48.365635),"OKANOGAN COUNTY ELEC COOP, INC",53047971000
KMHC75LJ7L,Thurston,Lacey,WA,98503,2020,HYUNDAI,IONIQ,1,1,170,22,105005631,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011625
WBY1Z2C5XG,Pierce,Tacoma,WA,98406,2016,BMW,I3,1,1,81,27,476317096,POINT (-122.490985 47.26365),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060800
1FADP3R47G,Whatcom,Bellingham,WA,98229,2016,FORD,FOCUS,1,1,76,40,167003000,POINT (-122.4569227 48.7470973),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000803
YV4BR00K1L,Pierce,Gig Harbor,WA,98335,2020,VOLVO,XC90,2,2,18,26,105043753,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072408
W1KCG2EB8P,King,Kirkland,WA,98033,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,1,3,0,45,252343297,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402
3FMTK3RM5P,Clark,Vancouver,WA,98662,2023,FORD,MUSTANG MACH-E,1,3,0,17,255331457,POINT (-122.5918493 45.6617058),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040806
5YJSA4H48F,Snohomish,Bothell,WA,98012,2015,TESLA,MODEL S,1,1,208,1,117466884,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052122
YV4H60CM1N,Snohomish,Marysville,WA,98270,2022,VOLVO,XC90,2,1,35,44,205695311,POINT (-122.17673 48.05542),PUGET SOUND ENERGY INC,53061052707
