VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
KM8JBDA26P,King,Seattle,WA,98118,2023,HYUNDAI,TUCSON,2,1,33,37,249665671,POINT (-122.28339 47.549285),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010200
WAUEJBFW3P,King,Bellevue,WA,98004,2023,AUDI,E-TRON GT,1,3,0,41,240620089,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023808
JTMAB3FV9R,King,Seattle,WA,98103,2024,TOYOTA,RAV4 PRIME,2,1,42,43,260677091,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004600
50EA1DAA0N,King,Bellevue,WA,98004,2022,LUCID,AIR,1,3,0,41,186849848,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901
WAUVPBFF1G,King,Redmond,WA,98052,2016,AUDI,A3,2,2,16,45,143992873,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
WBY8P4C08M,King,Seattle,WA,98115,2021,BMW,I3,2,1,126,46,161586820,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004202
KNAGV4LD8K,Yakima,Yakima,WA,98902,2019,KIA,OPTIMA,2,2,29,14,476131407,POINT (-120.524012 46.5973939),PACIFICORP,53077000500
WBA5P9C04N,King,Bellevue,WA,98006,2022,BMW,330E,2,2,22,41,175791612,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024800
YV4BR0PM9J,King,Woodinville,WA,98072,2018,VOLVO,XC90,2,2,19,45,348976729,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032320
WP0AD2A77F,King,Federal Way,WA,98023,2015,PORSCHE,PANAMERA,2,2,15,30,240810510,POINT (-122.36363 47.30675),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030305
KMHC85LJ8L,King,Sammamish,WA,98075,2020,HYUNDAI,IONIQ,1,1,170,41,139957716,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032211
WA1G2AFYXL,King,Kenmore,WA,98028,2020,AUDI,Q5 E,2,2,20,46,134969194,POINT (-122.2504747 47.7617128),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101
WA12AAGE6P,King,Seattle,WA,98112,2023,AUDI,E-TRON,1,3,0,37,237706801,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
YV1H60EP5P,Clark,Vancouver,WA,98683,2023,VOLVO,V60,2,1,41,18,253448618,POINT (-122.4853873 45.6083347),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041328
7JRH60FM0R,King,Woodinville,WA,98072,2024,VOLVO,S60,2,1,41,45,254878522,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032319
1G6RL1E4XE,King,Seattle,WA,98117,2014,CADILLAC,ELR,2,1,37,36,227337064,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600
WBY2Z2C50G,Clark,Vancouver,WA,98682,2016,BMW,I8,2,2,14,17,152150344,POINT (-122.5146473 45.67862),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040712
3FMTK2R7XN,King,Bellevue,WA,98004,2022,FORD,MUSTANG MACH-E,1,3,0,48,219616337,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
1G1RE6E48C,Clark,Vancouver,WA,98682,2012,CHEVROLET,VOLT,2,1,35,17,477406359,POINT (-122.5146473 45.67862),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041331
KMHC75LD4N,King,Issaquah,WA,98029,2022,HYUNDAI,IONIQ,2,2,29,5,196395118,POINT (-121.9993659 47.5484866),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032219
1G6RM1E48E,Kitsap,Bainbridge Island,WA,98110,2014,CADILLAC,ELR,2,1,37,23,117898252,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090901
KNDC34LB0N,King,Seattle,WA,98115,2022,KIA,EV6,1,3,0,46,207121491,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001900
WA1M2BFZ1N,King,Seattle,WA,98125,2022,AUDI,Q4,1,3,0,46,219320013,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001000
WB533CF09R,King,Seattle,WA,98112,2024,BMW,IX,1,3,0,43,245016068,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400
KM8JBDA23P,King,Normandy Park,WA,98166,2023,HYUNDAI,TUCSON,2,1,33,33,241343840,POINT (-122.341345 47.465925),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027800
KNDC34LA8R,Thurston,Tumwater,WA,98501,2024,KIA,EV6,1,3,0,35,258569356,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011720
WP0BB2Y17P,Thurston,Olympia,WA,98516,2023,PORSCHE,TAYCAN,1,3,0,22,238902618,POINT (-122.7474291 47.0821119),PUGET SOUND ENERGY INC,53067012221
WA1F2BFY7P,King,Seattle,WA,98119,2023,AUDI,Q5 E,2,2,23,36,220435715,POINT (-122.363815 47.63046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900
WP0AE2A74K,King,Seattle,WA,98112,2019,PORSCHE,PANAMERA,2,2,14,43,274954732,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
WA1G2BFY7N,Yakima,Yakima,WA,98902,2022,AUDI,Q5,2,2,23,14,251381014,POINT (-120.524012 46.5973939),PACIFICORP,53077001000
7JRBR0FM5M,King,Mercer Island,WA,98040,2021,VOLVO,S60,2,2,22,41,152569931,POINT (-122.2377542 47.582905),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500
WA1CABGE6R,King,Seattle,WA,98199,2024,AUDI,Q8,1,3,0,36,255478009,POINT (-122.394185 47.639195),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600
W1KEG5DB1P,King,Mercer Island,WA,98040,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,1,3,0,41,259669413,POINT (-122.2377542 47.582905),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024302
YV4H60LF3R,King,Mercer Island,WA,98040,2024,VOLVO,XC90,2,1,32,41,251063459,POINT (-122.2377542 47.582905),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024302
JA3215H41G,King,Seattle,WA,98115,2016,MITSUBISHI,I-MIEV,1,1,62,43,127240788,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003601
5NMMCET16R,King,Mercer Island,WA,98040,2024,GENESIS,GV70,1,3,0,41,260645619,POINT (-122.2377542 47.582905),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601
SADHC2S18K,King,Black Diamond,WA,98010,2019,JAGUAR,I-PACE,1,1,234,5,171789397,POINT (-122.00451 47.312185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031603
VCF1ZBU2XP,Snohomish,Bothell,WA,98021,2023,FISKER,OCEAN,1,3,0,1,258011029,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051938
WAUBHBFW4P,King,Seattle,WA,98122,2023,AUDI,RS E-TRON GT,1,3,0,37,257417870,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007700
WP1BE2AY7N,King,Issaquah,WA,98027,2022,PORSCHE,CAYENNE,2,2,16,41,228899121,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007
JA4T5WA9XR,King,Seattle,WA,98112,2024,MITSUBISHI,OUTLANDER,2,1,38,43,257773890,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
KMHE14L2XG,King,Seattle,WA,98103,2016,HYUNDAI,SONATA,2,2,27,43,345307602,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004902
WA1G2AFY4M,Clark,Vancouver,WA,98685,2021,AUDI,Q5 E,2,2,18,18,151352162,POINT (-122.70302 45.703706),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040910
5LMTJ5DZ5M,King,Maple Valley,WA,98038,2021,LINCOLN,CORSAIR,2,2,28,5,180620282,POINT (-122.05191 47.357985),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032011
KMHC65LD4J,King,Sammamish,WA,98029,2018,HYUNDAI,IONIQ,2,2,29,5,251286815,POINT (-121.9993659 47.5484866),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032222
SALWR2RY2L,King,Woodinville,WA,98072,2020,LAND ROVER,RANGE ROVER SPORT,2,2,19,45,101520156,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032319
WA11AAGE5N,King,Sammamish,WA,98029,2022,AUDI,E-TRON SPORTBACK,1,3,0,5,205146084,POINT (-121.9993659 47.5484866),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032223
WBY8P4C01L,King,Seattle,WA,98136,2020,BMW,I3,2,1,126,34,132503500,POINT (-122.388675 47.5415),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010602
YV1H60EP3P,King,Seattle,WA,98109,2023,VOLVO,V60,2,1,41,36,249721440,POINT (-122.34848 47.632405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006703
4JGDA6DB6H,Snohomish,Woodway,WA,98020,2017,MERCEDES-BENZ,GLE-CLASS,2,2,10,32,111165708,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050600
1FADP3R41J,Clark,Vancouver,WA,98684,2018,FORD,FOCUS,1,1,100,17,170356273,POINT (-122.51692 45.6228),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041336
WP0BB2Y19P,King,Mercer Island,WA,98040,2023,PORSCHE,TAYCAN,1,3,0,41,233569850,POINT (-122.2377542 47.582905),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024302
WA142BFZ6P,King,Seattle,WA,98112,2023,AUDI,Q4,1,3,0,37,235424101,POINT (-122.30764 47.62523),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
WA1DABGE9R,King,Renton,WA,98056,2024,AUDI,Q8,1,3,0,41,245663036,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025304
WP0BB2Y17N,King,Kenmore,WA,98028,2022,PORSCHE,TAYCAN,1,3,0,46,207808429,POINT (-122.2504747 47.7617128),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021600
7JRBR0FZ2M,King,Bellevue,WA,98008,2021,VOLVO,S60,2,2,22,48,151184680,POINT (-122.11832 47.6245),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100
5YJXCAE4XH,King,Renton,WA,98056,2017,TESLA,MODEL X,1,1,200,41,132872869,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025201
WP1BH2AY7P,King,Maple Valley,WA,98038,2023,PORSCHE,CAYENNE,2,2,14,5,239686765,POINT (-122.05191 47.357985),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032011
JTMAB3FV4R,Thurston,Olympia,WA,98501,2024,TOYOTA,RAV4 PRIME,2,1,42,22,257646371,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010700
YV4BR0DM1J,Snohomish,Edmonds,WA,98020,2018,VOLVO,XC60,2,2,17,32,102106658,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050700
YV4BK0DP2M,King,Shoreline,WA,98177,2021,VOLVO,XC60,2,2,18,32,132765041,POINT (-122.382425 47.77279),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020100
1N4AZ1BV6R,King,Kent,WA,98030,2024,NISSAN,LEAF,1,3,0,47,257611126,POINT (-122.199755 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029507
YV4BR00K3L,King,Seattle,WA,98116,2020,VOLVO,XC90,2,2,18,34,112975369,POINT (-122.38679 47.56484),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010502
WA1L2BFZ8R,King,Bellevue,WA,98008,2024,AUDI,Q4,1,3,0,48,256322286,POINT (-122.11832 47.6245),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022901
LYVBR0DK8M,King,Bellevue,WA,98008,2021,VOLVO,XC60,2,2,18,48,241140441,POINT (-122.11832 47.6245),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403
WA142BFZ7P,King,Sammamish,WA,98029,2023,AUDI,Q4,1,3,0,5,260716879,POINT (-121.9993659 47.5484866),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032223
1G6RS1E40E,Clark,Vancouver,WA,98684,2014,CADILLAC,ELR,2,1,37,17,119964197,POINT (-122.51692 45.6228),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041335
WDC0G5EBXJ,King,Bellevue,WA,98006,2018,MERCEDES-BENZ,GLC-CLASS,2,2,9,41,236278500,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901
YV4H60CV0P,King,Sammamish,WA,98075,2023,VOLVO,XC90,2,1,32,41,220337855,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217
JTMFB3FV4R,King,Renton,WA,98056,2024,TOYOTA,RAV4 PRIME,2,1,42,11,260760391,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025601
WP1BE2AY8P,King,Bellevue,WA,98008,2023,PORSCHE,CAYENNE,2,2,14,48,251254594,POINT (-122.11832 47.6245),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022901
1G1RB6S51G,Thurston,Olympia,WA,98501,2016,CHEVROLET,VOLT,2,1,53,35,164762188,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011721
WA1L2BFZ0N,King,Seattle,WA,98105,2022,AUDI,Q4,1,3,0,46,216613015,POINT (-122.319115 47.66132),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004201
YV4BK0DP6L,King,Seattle,WA,98105,2020,VOLVO,XC60,2,2,19,46,106939514,POINT (-122.319115 47.66132),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004101
WMZ23BS0XM,Clark,Vancouver,WA,98665,2021,MINI,COUNTRYMAN,2,2,17,49,157479444,POINT (-122.66592 45.678565),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041010
KL8CL6S00E,Thurston,Olympia,WA,98501,2014,CHEVROLET,SPARK,1,1,82,35,126388811,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011720
WP1BE2AY8N,King,Seattle,WA,98199,2022,PORSCHE,CAYENNE,2,2,16,36,218308625,POINT (-122.394185 47.639195),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
1G1RE6E46C,Clark,La Center,WA,98629,2012,CHEVROLET,VOLT,2,1,35,18,201922717,POINT (-122.6706246 45.8662548),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040201
WBY8P6C0XL,King,Seattle,WA,98122,2020,BMW,I3,1,1,153,37,123703429,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
WAUFJBFW2N,King,Seattle,WA,98199,2022,AUDI,E-TRON GT,1,3,0,36,214932952,POINT (-122.394185 47.639195),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600
KMHM24AC3P,Snohomish,Lake Stevens,WA,98258,2023,HYUNDAI,IONIQ 6,1,3,0,44,240405357,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052706
YV4BR00Z0N,King,Seattle,WA,98136,2022,VOLVO,XC90,2,2,18,34,183101425,POINT (-122.388675 47.5415),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010602
7JRH60FF2P,King,Mercer Island,WA,98040,2023,VOLVO,S60,2,1,41,41,227508550,POINT (-122.2377542 47.582905),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024302
WP1AH2AYXP,King,Seattle,WA,98101,2023,PORSCHE,CAYENNE,2,2,14,43,221357048,POINT (-122.335345 47.61079),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008101
5YJSA1E49M,King,Seattle,WA,98105,2021,TESLA,MODEL S,1,3,0,46,175590971,POINT (-122.319115 47.66132),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033004102
1C4RJXU69R,Snohomish,Snohomish,WA,98290,2024,JEEP,WRANGLER,2,2,21,39,251942176,POINT (-122.091505 47.915555),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053606
JHMZC5F34M,Clark,Vancouver,WA,98685,2021,HONDA,CLARITY,2,1,47,18,151072218,POINT (-122.70302 45.703706),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040909
WA12AAGE6N,King,Seattle,WA,98103,2022,AUDI,E-TRON SPORTBACK,1,3,0,43,195424911,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005100
KMHM24AC0R,King,Normandy Park,WA,98166,2024,HYUNDAI,IONIQ 6,1,3,0,33,260869227,POINT (-122.341345 47.465925),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028600
1N4CZ1CV7R,King,Bothell,WA,98011,2024,NISSAN,LEAF,1,3,0,1,258339812,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804
SADHB2S1XK,King,Seattle,WA,98126,2019,JAGUAR,I-PACE,1,1,234,34,230836966,POINT (-122.374105 47.54468),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012000
5YJSA1DG9D,King,Sammamish,WA,98075,2013,TESLA,MODEL S,1,1,208,41,171883897,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215
KNAGV4LD5L,King,Seattle,WA,98103,2020,KIA,OPTIMA,2,2,28,43,251968244,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005000
7JRH60FZ6N,Clark,Camas,WA,98607,2022,VOLVO,S60,2,1,41,18,217936309,POINT (-122.405565 45.59009),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040603
5YJRE1A38A,King,Seattle,WA,98119,2010,TESLA,ROADSTER,1,1,245,36,124661547,POINT (-122.363815 47.63046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900
1G1RG6E41E,Clark,Vancouver,WA,98682,2014,CHEVROLET,VOLT,2,1,38,17,218987912,POINT (-122.5146473 45.67862),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041332
WAUFJBFW7P,Kitsap,Bremerton,WA,98311,2023,AUDI,E-TRON GT,1,3,0,23,236193968,POINT (-122.6466274 47.6341188),PUGET SOUND ENERGY INC,53035091600
JHMCR5F70E,King,Seattle,WA,98105,2014,HONDA,ACCORD,2,2,13,43,475398983,POINT (-122.319115 47.66132),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004402
WAUDJBFW5P,King,Covington,WA,98042,2023,AUDI,E-TRON GT,1,3,0,47,228104250,POINT (-122.111625 47.36078),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032005
YV4BR0CK6N,King,Auburn,WA,98001,2022,VOLVO,XC90,2,2,18,47,177735379,POINT (-122.2849393 47.3384055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029902
KMHC75LD0J,King,Seattle,WA,98105,2018,HYUNDAI,IONIQ,2,2,29,43,332393960,POINT (-122.319115 47.66132),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005201
YV4BK0DP7M,King,Seattle,WA,98119,2021,VOLVO,XC60,2,2,18,36,180306115,POINT (-122.363815 47.63046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006800
KNDJX3AE3K,King,Sammamish,WA,98075,2019,KIA,SOUL EV,1,3,0,41,185365554,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032207
YV4BR0CM7N,King,Seattle,WA,98199,2022,VOLVO,XC90,2,2,18,36,179577961,POINT (-122.394185 47.639195),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
WAUVPBFF3G,King,Seattle,WA,98116,2016,AUDI,A3,2,2,16,34,289526821,POINT (-122.38679 47.56484),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009701
SAL119E40P,King,Bellevue,WA,98006,2023,LAND ROVER,RANGE ROVER SPORT,2,2,19,41,254931246,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007
WBY8P8C03M,King,Seattle,WA,98199,2021,BMW,I3,2,1,153,36,232941257,POINT (-122.394185 47.639195),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005803
YV1BK0EP4M,King,Seattle,WA,98119,2021,VOLVO,V60,2,2,22,36,152584134,POINT (-122.363815 47.63046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005901
LYVBR0DK6K,King,Seattle,WA,98115,2019,VOLVO,XC60,2,2,17,43,476369736,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004301
1C4RJYD65R,King,Seattle,WA,98118,2024,JEEP,GRAND CHEROKEE,2,2,25,37,259991364,POINT (-122.28339 47.549285),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010301
W1KEG5DB0P,King,Yarrow Point,WA,98004,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,1,3,0,48,229823408,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100
7JRBR0FZ4N,King,Seattle,WA,98115,2022,VOLVO,S60,2,2,22,46,192705705,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002500
2T3YL4DV9C,Jefferson,Sequim,WA,98382,2012,TOYOTA,RAV4,1,1,103,24,241136766,POINT (-123.105015 48.08125),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950501
ZASPATCW1R,Yakima,Yakima,WA,98908,2024,ALFA ROMEO,TONALE,2,1,33,14,249786449,POINT (-120.6027202 46.5965625),PACIFICORP,53077000401
YV4BR0PK9J,Kitsap,Kingston,WA,98346,2018,VOLVO,XC90,2,2,19,23,238385591,POINT (-122.50156 47.8019),PUGET SOUND ENERGY INC,53035090102
1FTZR0817Y,King,Seattle,WA,98117,2000,FORD,RANGER,1,1,58,36,142611402,POINT (-122.37275 47.68968),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001500
ZACPDFDW2R,Kitsap,Bremerton,WA,98312,2024,DODGE,HORNET,2,1,32,35,258036929,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091301
1FADP3R44J,Clark,Vancouver,WA,98662,2018,FORD,FOCUS,1,1,100,49,258974943,POINT (-122.5918493 45.6617058),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041114
1FTZR1078W,Clallam,Sequim,WA,98382,1998,FORD,RANGER,1,1,58,24,114654081,POINT (-123.105015 48.08125),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009002301
WA1W2BFZ7N,King,Mercer Island,WA,98040,2022,AUDI,Q4,1,3,0,41,224625803,POINT (-122.2377542 47.582905),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024400
1G1RC6E42B,Kitsap,Bremerton,WA,98312,2011,CHEVROLET,VOLT,2,1,35,26,222312436,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035081100
JHMZC5F35M,King,Kirkland,WA,98033,2021,HONDA,CLARITY,2,1,47,48,171421267,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502
WA1VABGE1N,King,Federal Way,WA,98003,2022,AUDI,E-TRON,1,3,0,30,183488490,POINT (-122.31327 47.32309),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030102
YV4BC0PM3H,King,Bellevue,WA,98004,2017,VOLVO,XC90,2,2,14,41,237983952,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901
WAUFJBFW9P,King,Renton,WA,98057,2023,AUDI,E-TRON GT,1,3,0,37,244697687,POINT (-122.21024 47.4797047),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025302
3MW5P7J01M,King,Seattle,WA,98199,2021,BMW,330E,2,2,22,36,258923395,POINT (-122.394185 47.639195),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005801
WDDVP9AB4H,King,Seattle,WA,98103,2017,MERCEDES-BENZ,B-CLASS,1,1,87,43,227388899,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004901
1GYKPTRK2R,Clark,Camas,WA,98607,2024,CADILLAC,LYRIQ,1,3,0,18,255502341,POINT (-122.405565 45.59009),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040609
SADHB2S12L,King,Renton,WA,98055,2020,JAGUAR,I-PACE,1,1,234,11,157552314,POINT (-122.197 47.43876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025704
7JRH60FX5P,Clark,Vancouver,WA,98683,2023,VOLVO,S60,2,1,41,17,238869592,POINT (-122.4853873 45.6083347),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041309
WAUEJBFW0P,King,Issaquah,WA,98029,2023,AUDI,E-TRON GT,1,3,0,41,230120817,POINT (-121.9993659 47.5484866),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032219
55SWF4HB8G,Kitsap,Poulsbo,WA,98370,2016,MERCEDES-BENZ,C-CLASS,2,2,11,23,144299914,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035090202
WP0AH2A76J,King,Seatac,WA,98188,2018,PORSCHE,PANAMERA,2,2,14,33,277238377,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028100
YV4BC0PM6H,King,Seattle,WA,98108,2017,VOLVO,XC90,2,2,14,11,223957555,POINT (-122.3268963 47.5499519),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010402
